1st_flr_sf,bsmt_exposure,bsmt_qual,bsmtfin_sf_1,bsmtfin_type_1,exter_qual,exterior_1st_HdBoard,exterior_1st_MetalSd,exterior_1st_Others,exterior_1st_PreCast,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_2nd_HdBoard,exterior_2nd_MetalSd,exterior_2nd_Other,exterior_2nd_Others,exterior_2nd_PreCast,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,fence,fireplace_qu,fireplaces,foundation_Others,foundation_PConc,full_bath,garage_area,garage_cars,garage_finish,garage_type_Attchd,garage_type_Others,gr_liv_area,heating_qc,house_style_1Story,house_style_Others,id,kitchen_qual,lot_area,lot_config_Inside,lot_config_Others,lot_frontage_reg_imputed,lot_shape,mas_vnr_area,mas_vnr_type_CBlock,mas_vnr_type_None,mas_vnr_type_Others,ms_subclass_120,ms_subclass_160,ms_subclass_180,ms_subclass_190,ms_subclass_20,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,ms_subclass_Others,ms_zoning_Others,ms_zoning_RL,neigh_group,open_porch_sf,overall_qual,pid,roof_style_Gable,roof_style_Others,saleprice,total_bsmt_sf,totrms_abvgrd,wood_deck_sf,year_built,year_remod_add
2042,4.0,5.0,1152.0,6.0,4.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,4.0,1,0.0,1.0,2,724.0,3.0,3.0,1.0,0.0,2042,4.0,1.0,0.0,1643,4.0,13870,1.0,0.0,81.0,2.0,250.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,52,9.0,527256040,0.0,1.0,455000,1742.0,8,240,2006,2007
1203,1.0,4.0,740.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,3.0,1,0.0,1.0,2,844.0,3.0,2.0,1.0,0.0,2526,4.0,0.0,1.0,2453,3.0,10120,1.0,0.0,92.0,3.0,391.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,4,78,7.0,528365090,0.0,1.0,290000,1165.0,8,309,1994,1994
988,4.0,4.0,342.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,3.0,1,0.0,1.0,2,597.0,2.0,2.0,1.0,0.0,1873,4.0,0.0,1.0,2129,3.0,10820,0.0,1.0,47.0,1.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,3,123,6.0,907187040,1.0,0.0,235500,988.0,7,202,1999,1999
940,1.0,3.0,381.0,3.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,0.0,1,400.0,2.0,1.0,0.0,1.0,1416,4.0,0.0,1.0,2640,3.0,9600,1.0,0.0,60.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,24,5.0,902104020,1.0,0.0,156500,780.0,7,0,1900,2004
953,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,3.0,1,0.0,1.0,2,460.0,2.0,2.0,1.0,0.0,1664,4.0,0.0,1.0,2437,2.0,8121,1.0,0.0,67.5112556197574,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,3,40,5.0,528275060,1.0,0.0,172400,953.0,7,100,2000,2000
1428,1.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,2,480.0,2.0,3.0,1.0,0.0,1428,4.0,1.0,0.0,1123,3.0,11639,0.0,1.0,95.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,4,120,6.0,528462040,1.0,0.0,182000,1428.0,6,0,2007,2008
1792,4.0,5.0,1232.0,6.0,4.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,1,0.0,1.0,2,925.0,3.0,2.0,1.0,0.0,1792,4.0,1.0,0.0,2398,3.0,13758,1.0,0.0,121.0,2.0,430.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,49,8.0,528150080,1.0,0.0,372397,1792.0,6,204,2005,2006
1093,1.0,4.0,779.0,2.0,3.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,4.0,3.0,1,0.0,1.0,2,614.0,2.0,3.0,0.0,1.0,2814,4.0,0.0,1.0,1420,3.0,9771,0.0,1.0,73.36614951326435,0.0,190.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,2,32,5.0,906204280,1.0,0.0,260000,1077.0,9,48,1995,2002
819,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,819,4.0,1.0,0.0,2693,3.0,9000,1.0,0.0,50.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,0,4.0,903454020,1.0,0.0,72000,610.0,4,0,1919,1950
808,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,2,0.0,0.0,0.0,0.0,1.0,1344,4.0,0.0,1.0,1370,2.0,10320,1.0,0.0,60.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.0,0,0,2.0,903481100,1.0,0.0,82375,536.0,8,42,1915,1950
1378,1.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,4.0,3.0,1,1.0,0.0,2,583.0,2.0,2.0,1.0,0.0,2119,2.0,0.0,1.0,392,2.0,10448,0.0,1.0,75.6374177689244,2.0,333.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,3,104,5.0,527378140,1.0,0.0,158000,689.0,7,0,1972,1972
1072,1.0,3.0,336.0,4.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,3.0,0.0,0,1.0,0.0,1,240.0,1.0,1.0,0.0,1.0,1285,2.0,0.0,1.0,1351,2.0,8635,1.0,0.0,50.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,0,4.0,903236010,1.0,0.0,127000,672.0,6,0,1948,2001
1433,4.0,4.0,1433.0,6.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,3.0,3.0,2,1.0,0.0,1,528.0,2.0,2.0,1.0,0.0,1433,4.0,1.0,0.0,246,3.0,11980,1.0,0.0,83.0,3.0,177.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,278,6.0,906201120,1.0,0.0,270000,1433.0,4,0,1987,1987
1496,4.0,4.0,1441.0,6.0,3.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,4.0,1,1.0,0.0,1,612.0,2.0,3.0,0.0,1.0,2132,4.0,0.0,1.0,802,3.0,12327,1.0,0.0,79.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,40,7.0,906201130,1.0,0.0,316600,1496.0,5,349,1983,2009
1357,3.0,3.0,719.0,5.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,4.0,4.0,1,1.0,0.0,1,312.0,1.0,2.0,0.0,1.0,1357,3.0,0.0,1.0,1404,4.0,11512,0.0,1.0,124.0,2.0,84.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,1,0,5.0,905402090,1.0,0.0,177000,1019.0,5,0,1959,2006
2196,2.0,4.0,485.0,5.0,3.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,3.0,1,1.0,0.0,2,701.0,3.0,2.0,1.0,0.0,2196,3.0,1.0,0.0,803,3.0,14684,0.0,1.0,90.0,2.0,234.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,70,6.0,906203120,0.0,1.0,271900,2158.0,7,84,1990,1991
616,2.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,4.0,1,0.0,1.0,1,336.0,1.0,3.0,0.0,1.0,1304,2.0,0.0,1.0,1595,2.0,2665,1.0,0.0,42.782675996747685,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.0,0,24,4.0,923225150,1.0,0.0,115000,264.0,4,141,1976,1976
938,1.0,3.0,259.0,2.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,2,0.0,0.0,0.0,0.0,1.0,2358,1.0,0.0,1.0,1319,2.0,5250,1.0,0.0,50.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.0,0,54,7.0,902330010,1.0,0.0,122000,684.0,8,0,1872,1987
2726,1.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,4.0,1,1.0,0.0,2,691.0,2.0,3.0,1.0,0.0,2726,3.0,1.0,0.0,2231,3.0,18044,0.0,1.0,70.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,64,7.0,909475230,1.0,0.0,315000,279.0,6,216,1986,1986
939,3.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,2,639.0,2.0,2.0,1.0,0.0,1797,4.0,0.0,1.0,2162,3.0,9245,1.0,0.0,79.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,3,53,6.0,907410050,1.0,0.0,213500,939.0,8,144,2006,2006
1040,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,0.0,1,625.0,2.0,1.0,0.0,1.0,1040,2.0,1.0,0.0,2622,2.0,7200,1.0,0.0,60.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,4.0,535451190,0.0,1.0,109500,0.0,5,0,1950,1950
789,1.0,3.0,104.0,5.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,1.0,0.0,1,250.0,1.0,1.0,0.0,1.0,789,4.0,1.0,0.0,1300,2.0,6000,1.0,0.0,50.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,0,4.0,902201120,1.0,0.0,115000,789.0,5,0,1948,1950
1143,1.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,4.0,1,0.0,1.0,1,588.0,2.0,2.0,1.0,0.0,1143,4.0,1.0,0.0,2505,3.0,3628,1.0,0.0,34.0,3.0,0.0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,4,191,6.0,533206040,1.0,0.0,176400,1143.0,5,0,2004,2004
1489,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,4.0,1,1.0,0.0,2,462.0,2.0,2.0,1.0,0.0,1489,3.0,1.0,0.0,582,3.0,9156,1.0,0.0,71.24014418362398,2.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,3,0,5.0,534127170,0.0,1.0,185750,1489.0,7,0,1968,1968
1004,2.0,4.0,668.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,4.0,3.0,2,0.0,1.0,2,660.0,3.0,3.0,1.0,0.0,1852,4.0,0.0,1.0,1458,3.0,9066,1.0,0.0,73.0,2.0,320.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,3,106,7.0,907254020,1.0,0.0,230000,1004.0,7,224,1999,2000
960,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,3.0,0.0,0,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,960,4.0,1.0,0.0,281,2.0,6410,1.0,0.0,64.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,0,3.0,908203100,0.0,1.0,90000,960.0,5,0,1958,1958
768,3.0,4.0,619.0,5.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,1.0,0.0,1,624.0,2.0,1.0,0.0,1.0,768,4.0,0.0,1.0,2298,2.0,7244,1.0,0.0,54.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,2,0,4.0,923230180,1.0,0.0,129500,768.0,5,104,1970,1970
1124,3.0,3.0,914.0,4.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,3.0,1,1.0,0.0,1,353.0,1.0,3.0,1.0,0.0,1124,4.0,1.0,0.0,2580,2.0,10152,1.0,0.0,72.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,211,5.0,535180020,1.0,0.0,153000,1124.0,6,0,1956,1994
612,3.0,4.0,294.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,2,528.0,2.0,2.0,0.0,1.0,1224,4.0,0.0,1.0,568,3.0,3000,1.0,0.0,30.0,3.0,76.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.0,4,234,5.0,533210020,1.0,0.0,173733,612.0,4,0,2009,2009
1100,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1100,4.0,1.0,0.0,1807,2.0,7500,1.0,0.0,63.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,136,5.0,531363020,1.0,0.0,146000,1100.0,6,0,2006,2007
1019,1.0,3.0,300.0,3.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,4.0,1,1.0,0.0,2,470.0,2.0,1.0,1.0,0.0,1556,2.0,0.0,1.0,129,2.0,17360,0.0,1.0,120.0,3.0,340.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,5.0,534431070,1.0,0.0,172500,782.0,6,0,1949,1950
1356,4.0,4.0,1148.0,6.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,3.0,3.0,1,0.0,1.0,2,528.0,2.0,3.0,1.0,0.0,1356,2.0,0.0,1.0,2294,2.0,15957,0.0,1.0,92.05935871713132,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,2,0,5.0,923229100,1.0,0.0,188000,1244.0,6,1424,1977,1977
1262,4.0,4.0,978.0,5.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,3.0,1,1.0,0.0,2,460.0,2.0,2.0,1.0,0.0,1262,4.0,1.0,0.0,1860,2.0,9600,0.0,1.0,80.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,0,5.0,533254130,1.0,0.0,181500,1262.0,6,298,1976,1976
827,3.0,4.0,385.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,3.0,1,0.0,1.0,2,550.0,2.0,2.0,1.0,0.0,1661,4.0,0.0,1.0,839,3.0,10667,0.0,1.0,43.0,1.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,3,61,6.0,907131090,1.0,0.0,212000,799.0,6,158,1996,1996
945,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,4.0,3.0,1,1.0,0.0,2,482.0,2.0,2.0,1.0,0.0,1857,2.0,0.0,1.0,2349,2.0,10530,1.0,0.0,81.0,3.0,68.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,3,105,6.0,527355060,1.0,0.0,188900,945.0,8,400,1978,1978
666,1.0,2.0,299.0,2.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,3.0,0.0,0,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,666,1.0,1.0,0.0,1903,3.0,5000,1.0,0.0,50.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,52,2.0,534450110,1.0,0.0,64500,666.0,4,0,1946,1950
1117,3.0,4.0,964.0,5.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,3.0,1,0.0,1.0,2,522.0,2.0,3.0,1.0,0.0,1981,4.0,0.0,1.0,234,3.0,17082,0.0,1.0,95.06473762860583,2.0,288.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,4,104,5.0,905352140,1.0,0.0,230000,1117.0,8,336,1978,1992
901,1.0,3.0,130.0,5.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,1,1.0,0.0,1,576.0,2.0,1.0,0.0,1.0,1351,2.0,0.0,1.0,2172,2.0,16287,1.0,0.0,74.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,0,4.0,908127060,1.0,0.0,122000,901.0,7,0,1925,1950
1005,1.0,3.0,488.0,2.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,3.0,1,1.0,0.0,1,319.0,1.0,1.0,1.0,0.0,1005,4.0,1.0,0.0,2588,2.0,11050,1.0,0.0,65.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,4.0,535325340,0.0,1.0,133500,1005.0,6,0,1956,1956
1584,1.0,4.0,493.0,2.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,3.0,3.0,2,1.0,0.0,2,520.0,2.0,1.0,0.0,1.0,2792,4.0,0.0,1.0,1289,2.0,10440,0.0,1.0,60.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,547,5.0,902105020,1.0,0.0,256000,1510.0,8,0,1920,1950
925,1.0,4.0,318.0,5.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,3.0,1,0.0,1.0,2,336.0,1.0,1.0,1.0,0.0,1475,2.0,0.0,1.0,1596,2.0,2665,1.0,0.0,41.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.0,0,26,4.0,923225200,1.0,0.0,129500,550.0,6,92,1976,1976
1978,1.0,4.0,1682.0,6.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,4.0,1,0.0,1.0,2,850.0,3.0,2.0,1.0,0.0,1978,4.0,1.0,0.0,264,3.0,10389,1.0,0.0,80.0,3.0,320.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,3,25,7.0,907250030,0.0,1.0,318000,1978.0,8,188,2003,2003
1606,1.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,1,0.0,1.0,2,871.0,3.0,2.0,1.0,0.0,1606,3.0,1.0,0.0,451,3.0,9658,1.0,0.0,70.0,2.0,383.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,60,7.0,528172060,1.0,0.0,255900,1598.0,6,230,2006,2006
1158,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1158,4.0,1.0,0.0,536,3.0,7500,1.0,0.0,63.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,50,5.0,531363050,1.0,0.0,143500,1158.0,5,0,2004,2004
1822,1.0,5.0,28.0,6.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,4.0,1,0.0,1.0,2,678.0,3.0,2.0,1.0,0.0,1822,4.0,1.0,0.0,43,4.0,14122,1.0,0.0,79.0,2.0,240.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,119,7.0,528138020,0.0,1.0,259000,1822.0,8,0,2005,2006
2259,2.0,4.0,35.0,5.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,3.0,4.0,2,1.0,0.0,2,450.0,2.0,1.0,0.0,1.0,2259,2.0,1.0,0.0,2223,3.0,21000,0.0,1.0,104.8612525503214,3.0,184.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,120,5.0,909428120,0.0,1.0,217000,1809.0,7,166,1953,1953
915,1.0,4.0,300.0,3.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,4.0,1,1.0,0.0,1,440.0,2.0,1.0,0.0,1.0,1635,4.0,0.0,1.0,2009,2.0,8737,1.0,0.0,70.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,38,5.0,903206170,1.0,0.0,210000,1065.0,6,0,1923,1950
1002,1.0,3.0,828.0,4.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,3.0,0.0,0,1.0,0.0,1,902.0,2.0,1.0,0.0,1.0,1002,2.0,1.0,0.0,394,2.0,8750,1.0,0.0,69.80115957740452,2.0,76.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,4.0,527402220,1.0,0.0,148500,1002.0,5,0,1970,1970
616,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,1,0.0,1.0,2,432.0,2.0,3.0,0.0,1.0,1412,4.0,0.0,1.0,1738,3.0,8499,1.0,0.0,73.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,3,36,5.0,528222050,1.0,0.0,156932,616.0,6,0,2006,2007
1728,1.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,2,576.0,2.0,1.0,0.0,1.0,1728,2.0,1.0,0.0,1196,2.0,11072,1.0,0.0,72.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,2,0,4.0,534225110,1.0,0.0,145000,1728.0,10,0,1965,1965
1290,3.0,4.0,902.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,1,0.0,1.0,2,662.0,2.0,2.0,1.0,0.0,1290,4.0,1.0,0.0,828,3.0,6762,1.0,0.0,64.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,3,0,6.0,906380210,1.0,0.0,200000,1282.0,6,168,2007,2007
2046,4.0,5.0,1430.0,6.0,4.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,2,0.0,1.0,2,878.0,3.0,3.0,1.0,0.0,2046,4.0,1.0,0.0,1694,4.0,15431,1.0,0.0,105.0,3.0,400.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,65,9.0,528106110,0.0,1.0,450000,1994.0,7,188,2005,2006
